['aukprgvmtdtrdlc', 'class1', 693.6945333768489, 694.3808025825292, 693.7401719290807, 694]
['btacmhnakgumrhv', 'class2', 1327.6344226775323, 1327.8123755788915, 1327.9083229456458, 1328]
['dcrncwvevcxbegk', 'class2', 1265.9876312234785, 1266.3450937145387, 1265.9460296381603, 1266]
['muytmfvmgudetyr', 'class3', 97.94976846713888, 98.12578432201386, 98.43556550601976, 98]
['lbynzolcykfervk', 'class2', 1199.9948726752868, 1199.6169050878098, 1199.9813346295527, 1200]
['ejmdmfvgpyuthji', 'class1', 1151.3004542090596, 1151.0907875928913, 1151.0744060888055, 1151]
['ibwjajowjebkjov', 'class3', 1197.394398082457, 1197.0673532892995, 1197.0229729074647, 1197]
['hzevktgrqymwoek', 'class3', 1491.9946577046414, 1491.9764445805922, 1491.73830391566, 1492]
['aguxdvsztycmzkk', 'class1', 200.95003368081862, 201.23811643827656, 200.5783644727265, 201]
['cntpqqbzmoxkqpd', 'class2', 1036.722727777535, 1037.2570288161455, 1036.9162888253425, 1037]
['hclyukglhqgvbel', 'class3', 1452.8832943939196, 1452.867379643379, 1452.9509272982064, 1453]
['lpwuyweuzlclyyt', 'class1', 163.38816110544394, 163.2531392580396, 163.13589659273566, 163]
['xqpvfpjrasjudnl', 'class3', 291.5276040673701, 292.1696754946054, 292.00797295596124, 292]
['sbxzmofilrdyudm', 'class3', 1007.7796866491811, 1007.7295102410679, 1007.562601630685, 1008]
['xhsnhxjpiswhjnz', 'class1', 1409.811184701202, 1410.122143745272, 1409.880668737334, 1410]
['muuvgrhwwepixki', 'class2', 1314.1822838110718, 1314.1214734544408, 1313.6085779450796, 1314]
['jlvtdtnlxxzuthf', 'class3', 558.9525144813551, 558.8642099301953, 558.6652098181202, 559]
['zndifnojctqqsjv', 'class1', 1480.9254796924067, 1480.7994586013883, 1480.7926962090812, 1481]
['qivywrmdxezkmuc', 'class3', 834.9943428693098, 834.8240898931068, 834.9274859859112, 835]
