['uzgxdrfzhbafdrg', 'class3', 78.98662016013367, 78.6679520961053, 78.86604218199359, 79]
['bkvhtstympbordw', 'class1', 1355.354776553446, 1355.2323611290458, 1355.2144972335213, 1355]
['qngxmuqovjpegak', 'class1', 967.8755320586871, 967.9812919660706, 968.0994346039041, 968]
['rtqxwusxcrxhvpn', 'class3', 1114.7436415164104, 1114.6239206213195, 1115.3437715093546, 1115]
['svputgghqklmdhc', 'class2', 1319.973799609648, 1319.8964660366344, 1319.655968133166, 1320]
['yasvcgxhzncqcjn', 'class3', 883.4144412031427, 883.0139439631041, 882.8615171760009, 883]
['oozlibruasdshkm', 'class2', 41.93046017886197, 41.90037910515047, 41.83529919348757, 42]
['agtteakubnrqnev', 'class2', 160.875123255282, 161.05535121838037, 160.88558771858257, 161]
['rlfvjpwmdcfwgfj', 'class1', 1392.1110454782033, 1392.1584421693606, 1391.9500290941205, 1392]
['heuikqbrylwizxs', 'class2', 127.99437750984522, 128.11585745679417, 127.87010482464865, 128]
['cywfijzmtsykvub', 'class3', 222.92024941755292, 223.36315956558536, 222.76761834948658, 223]
['paxmyenzpvzhfxz', 'class1', 6.83810043776486, 7.273652731395619, 7.029781424170561, 7]
['rytkawgjfxppzvh', 'class3', 314.84184584334406, 315.02026194127683, 314.60782031112984, 315]
['etllidzckqkpezl', 'class1', 624.8522201516067, 624.7526962221914, 625.2204346440084, 625]
['uqtkzkwrxqztqfi', 'class1', 1227.012598522934, 1226.7767297584871, 1226.9526454892978, 1227]
['ydciiohxdherfvc', 'class2', 1026.9035447043243, 1026.83626647424, 1027.229149938842, 1027]
['ybwnklxnlqrdygj', 'class2', 1373.8338341215292, 1374.1105727762547, 1374.118760576485, 1374]
['gtkfhfvbmdevesa', 'class3', 1425.8806662921857, 1425.847886511336, 1425.7260455452604, 1426]
['tdetcpgguvrypuq', 'class3', 355.94866964985704, 356.1179185576294, 356.02131596274864, 356]
['sikseeufecllfqh', 'class2', 1245.9280397210873, 1245.791986047345, 1245.9776079764424, 1246]
